ΚΩΔ. ΚΕΝ,ΚΕΝ ΠΕΡΙΓΡΑΦΗ,ΜΔΝ από 1/3/2012,Κόστος από 1/3/2012,70% κάλυψη σε ιδιωτικά ιδρύματα
Μ11Α,Επεμβάσεις διατατικής επιμήκυνσης άκρου Λοίμωξη/φλεγμονή οστού και άρθρωσης με διάφορες μυοσκελετικές επεμβάσεις με καταστροφικές (συστηματικές),4,"2.468,00 €","1.727,60 €"
Μ12Μα,συνυπάρχουσες παθήσεις - επιπλοκές Λοίμωξη/φλεγμονή οστού και άρθρωσης με διάφορες μυοσκελετικές επεμβάσεις με σοβαρές ή μέτριας βαρύτητας,24,"4.980,00 €","3.486,00 €"
Μ12Μβ,συνυπάρχουσες παθήσεις - επιπλοκές Λοίμωξη/φλεγμονή οστού και άρθρωσης με διάφορες μυοσκελετικές επεμβάσεις χωρίς συνυπάρχουσες παθήσεις -,14,"2.993,00 €","2.095,10 €"
Μ12Χ,"επιπλοκές Επεμβάσεις βραχιονίου, κνήμης, περόνης και αστραγάλου με συνυπάρχουσες",6,"1.514,00 €","1.059,80 €"
Μ13Μ,"παθήσεις - επιπλοκές Επεμβάσεις βραχιονίου, κνήμης, περόνης και αστραγάλου χωρίς συνυπάρχουσες",10,"1.088,00 €","761,60 €"
Μ13Χ,παθήσεις - επιπλοκές,4,"577,00 €","403,90 €"
Μ15Α,Κρανιοπροσωπικές επεμβάσεις,6,"3.046,00 €","2.132,20 €"
Μ16Α,Άλλες επεμβάσεις ώμου Γναθοπροσωπικές επεμβάσεις με,2,"1.141,00 €","798,70 €"
Μ17Μ,συνυπάρχουσες παθήσεις - επιπλοκές Γναθοπροσωπικές επεμβάσεις χωρίς,3,"2.066,00 €","1.446,20 €"
Μ17Χ,συνυπάρχουσες παθήσεις - επιπλοκές,2,"640,00 €","448,00 €"
Μ18Α,Άλλες επεμβάσεις γόνατος Άλλες επεμβάσεις αγκώνος και αντιβραχίου με συνυπάρχουσες παθήσεις -,2,"627,00 €","438,90 €"
Μ19Μ,επιπλοκές Άλλες επεμβάσεις αγκώνος και αντιβραχίου χωρίς συνυπάρχουσες,6,"2.291,00 €","1.603,70 €"
Μ19Χ,παθήσεις - επιπλοκές ΜΔΝ από Κόστος από σε ιδιωτικά ΚΩΔ. ΚΕΝ ΚΕΝ ΠΕΡΙΓΡΑΦΗ 1/3/2012 1/3/2012 ιδρύματα,2,"998,00 €","698,60 €"
Μ20Α,Άλλες επεμβάσεις άκρου ποδός Τοπική εκτομή και αφαίρεση υλικών εσωτερικής οστεοσύνθεσης ισχίου και,2,"1.077,00 €","753,90 €"
Μ21Α,μηριαίου Αρθροσκόπηση στο γόνατο ή τον αγκώνα,2,"940,00 €","658,00 €"
Μ22Α,ή τον ώμο ή το αντιβραχίο Τοπική εκτομή και αφαίρεση υλικών εσωτερικής οστεοσύνθεσης εξαιρουμένων,2,"1.500,00 €","1.050,00 €"
Μ23Α,του ισχίου και μηριαίου,1,"350,00 €","245,00 €"
Μ24Α,Αρθροσκοπική βιοψία Διαγνωστικές επεμβάσεις οστών και αρθρώσεων συμπεριλαμβανομένης της βιοψίας με συνυπάρχουσες παθήσεις -,1,"710,00 €","497,00 €"
Μ25Μ,επιπλοκές Διαγνωστικές επεμβάσεις οστών και αρθρώσεων συμπεριλαμβανομένης της βιοψίας χωρίς συνυπάρχουσες παθήσεις -,6,"1.400,00 €","980,00 €"
Μ25Χ,επιπλοκές Επεμβάσεις μαλακών μορίων με,3,"600,00 €","420,00 €"
Μ27Μ,συνυπάρχουσες παθήσεις - επιπλοκές Επεμβάσεις μαλακών μορίων χωρίς,8,"1.981,00 €","1.386,70 €"
Μ27Χ,συνυπάρχουσες παθήσεις - επιπλοκές Άλλες επεμβάσεις μυοσκελετικού με,2,"820,00 €","574,00 €"
Μ28Μ,συνυπάρχουσες παθήσεις - επιπλοκές Άλλες επεμβάσεις μυοσκελετικού χωρίς,10,"2.399,00 €","1.679,30 €"
Μ28Χ,συνυπάρχουσες παθήσεις - επιπλοκές Επανορθωτική επέμβαση γόνατος ή,2,"1.085,00 €","759,50 €"
Μ29Α,αναθεώρηση αρθροπλαστικής γόνατος,2,"1.286,00 €","900,20 €"
Μ30Α,Επεμβάσεις άκρας χειρός Αναθεώρηση αρθροπλαστικής ισχίου με καταστροφικές (συστηματικές),1,"707,00 €","494,90 €"
Μ31Μ,συνυπάρχουσες παθήσεις - επιπλοκές Αναθεώρηση αρθροπλαστικής ισχίου χωρίς καταστροφικές (συστηματικές),21,"8.038,00 €","5.626,60 €"
Μ31Χ,συνυπάρχουσες παθήσεις - επιπλοκές Αναθεώρηση αρθροπλαστικής γόνατος με,11,"6.905,00 €","4.833,50 €"
Μ32Μα,καταστροφικές (συστηματικές) ΜΔΝ από Κόστος από σε ιδιωτικά ΚΩΔ. ΚΕΝ ΚΕΝ ΠΕΡΙΓΡΑΦΗ 1/3/2012 1/3/2012 ιδρύματα συνυπάρχουσες παθήσεις - επιπλοκές Αναθεώρηση αρθροπλαστικής γόνατος με σοβαρές συνυπάρχουσες παθήσεις -,25,"9.083,00 €","6.358,10 €"
Μ32Μβ,επιπλοκές Αναθεώρηση αρθροπλαστικής γόνατος χωρίς καταστροφικές (συστηματικές) ή σοβαρές συνυπάρχουσες παθήσεις -,11,"5.193,00 €","3.635,10 €"
Μ32Χ,επιπλοκές,9,"4.622,00 €","3.235,40 €"
Μ60Α,Κατάγματα διάφυσης μηριαίου Κατάγματα άπω (κατώτερου) τμήματος μηριαίου οστού με συνυπάρχουσες,7,"1.563,00 €","1.094,10 €"
Μ61Μ,παθήσεις - επιπλοκές Κατάγματα άπω (κατώτερου) τμήματος μηριαίου οστού χωρίς συνυπάρχουσες,13,"2.200,00 €","1.540,00 €"
Μ61Χ,"παθήσεις - επιπλοκές Διαστρέμματα, διατάσεις και εξαρθρήματα ισχίου, πυέλου και μηρού με",4,"1.300,00 €","910,00 €"
Μ63Μ,"συνυπάρχουσες παθήσεις - επιπλοκές Διαστρέμματα, διατάσεις και εξαρθρήματα ισχίου, πυέλου και μηρού χωρίς",7,"1.089,00 €","762,30 €"
Μ63Χ,συνυπάρχουσες παθήσεις - επιπλοκές Οστεομυελίτιδα με καταστροφικές (συστηματικές) ή σοβαρές συνυπάρχουσες,2,"403,00 €","282,10 €"
Μ64Μ,παθήσεις - επιπλοκές Οστεομυελίτιδα χωρίς καταστροφικές (συστηματικές) ή σοβαρές συνυπάρχουσες,15,"2.427,00 €","1.698,90 €"
Μ64Χ,παθήσεις - επιπλοκές Κακοήθη νεοπλάσματα του μυοσκελετικού με καταστροφικές (συστηματικές) συνυπάρχουσες παθήσεις-,8,"1.068,00 €","747,60 €"
Μ65Μ,επιπλοκές Κακοήθη νεοπλάσματα του μυοσκελετικού χωρίς καταστροφικές (συστηματικές) συνυπάρχουσες παθήσεις-,11,"2.327,00 €","1.628,90 €"
Μ65Χ,επιπλοκές Φλεγμονώδεις παθήσεις μυοσκελετικού με,5,"1.111,00 €","777,70 €"
Μ66Μ,καταστροφικές (συστηματικές) ή σοβαρές ΜΔΝ από Κόστος από σε ιδιωτικά ΚΩΔ. ΚΕΝ ΚΕΝ ΠΕΡΙΓΡΑΦΗ 1/3/2012 1/3/2012 ιδρύματα συνυπάρχουσες παθήσεις - επιπλοκές Φλεγμονώδεις παθήσεις μυοσκελετικού χωρίς καταστροφικές (συστηματικές) ή σοβαρές συνυπάρχουσες παθήσεις -,9,"2.214,00 €","1.549,80 €"
Μ66Χ,επιπλοκές Σηπτική αρθρίτιδα με καταστροφικές (συστηματικές) ή σοβαρές συνυπάρχουσες,2,"410,00 €","287,00 €"
Μ67Μ,παθήσεις - επιπλοκές Σηπτική αρθρίτιδα χωρίς καταστροφικές (συστηματικές) ή σοβαρές συνυπάρχουσες,12,"2.207,00 €","1.544,90 €"
Μ67Χ,"παθήσεις - επιπλοκές Συντηρητική αντιμετώπιση παθήσεων και κακώσεων της σπονδυλικής στήλης με νοσηλεία άνω της μιάς ημέρας ηλικία > 55 ετών, είτε με συνυπάρχουσες καταστροφικές ή σοβαρές παθήσεις ή επιπλοκές, ή με παρα/τετραπληγία, με δισκίτιδα ή φλεγμονώδη",7,"906,00 €","634,20 €"
Μ68Μα,"σπονδυλοαρθροπάθεια Συντηρητική αντιμετώπιση παθήσεων και κακώσεων της σπονδυλικής στήλης με νοσηλεία άνω της μιάς ημέρας, ηλικία > 55 ετών, είτε με συνυπάρχουσες καταστροφικές ή σοβαρές επιπλοκές, ή με παρα/τετραπληγία, εξαιρουμένης της δισκίτιδας ή φλεγμονωδών σπονδυλοαρθροπαθειών, με",2,"3.069,00 €","2.148,30 €"
Μ68Μβ,"συνυπάρχουσες παθήσεις Συντηρητική αντιμετώπιση παθήσεων και κακώσεων της σπονδυλικής στήλης με νοσηλεία άνω της μιάς ημέρας, ηλικία > 55 ετών, είτε με συνυπάρχουσες καταστροφικές ή σοβαρές επιπλοκές, ή με παρα/τετραπληγία, εξαιρουμένης της δισκίτιδας ή φλεγμονωδών σπονδυλοαρθροπαθειών, χωρίς συνυπάρχουσες παθήσεις ή άλλα",2,"1.338,00 €","936,60 €"
Μ68Μγ,"κατάγματα του μηριαίου ΜΔΝ από Κόστος από σε ιδιωτικά ΚΩΔ. ΚΕΝ ΚΕΝ ΠΕΡΙΓΡΑΦΗ 1/3/2012 1/3/2012 ιδρύματα Συντηρητική αντιμετώπιση παθήσεων και κακώσεων της σπονδυλικής στήλης,νοσηλία άνω της μίας ημέρας, ηλικία <56 ετών, χωρίς παρα / τετραπληγία, χωρίς συνυπάρχουσες",2,"1.095,00 €","766,50 €"
Μ68Χ,παθήσεις ή επιπλοκές Συντηρητική αντιμετώπιση παθήσεων και κακώσεων της σπονδυλικής στήλης ή του χεριού ή του ποδιού με νοσηλεία μίας,2,"731,00 €","511,70 €"
Μ68Α,ημέρας Παθήσεις των οστών και αρθροπάθειες με καταστροφικές (συστηματικές) ή σοβαρές,1,"151,00 €","105,70 €"
Μ69Μ,συνυπάρχουσες παθήσεις - επιπλοκές Παθήσεις των οστών και αρθροπάθειες χωρίς καταστροφικές (συστηματικές) ή σοβαρές συνυπάρχουσες παθήσεις -,9,"1.530,00 €","1.071,00 €"
Μ69Χ,επιπλοκές Άλλες παθήσεις μυών-τενόντων με καταστροφικές (συστηματικές) ή σοβαρές,2,"425,00 €","297,50 €"
Μ71Μ,συνυπάρχουσες παθήσεις - επιπλοκές Άλλες παθήσεις μυών-τενόντων χωρίς καταστροφικές (συστηματικές) ή σοβαρές,7,"1.203,00 €","842,10 €"
Μ71Χ,συνυπάρχουσες παθήσεις - επιπλοκές Ειδικές παθήσεις μυών - τενόντων με καταστροφικές (συστηματικές) ή σοβαρές,2,"368,00 €","257,60 €"
Μ72Μ,συνυπάρχουσες παθήσεις - επιπλοκές Ειδικές παθήσεις μυών - τενόντων χωρίς καταστροφικές (συστηματικές) ή σοβαρές,9,"1.528,00 €","1.069,60 €"
Μ72Χ,συνυπάρχουσες παθήσεις - επιπλοκές Μετεγχειρητική παρακολούθηση μυοσκελετικών εμφυτευμάτων/ προθέσεων με καταστροφικές (συστηματικές) ή σοβαρές συνυπάρχουσες παθήσεις -,3,"490,00 €","343,00 €"
Μ73Μ,επιπλοκές,18,"2.044,00 €","1.430,80 €"
Μ73Χ,"Μετεγχειρητική παρακολούθηση μυοσκελετικών εμφυτευμάτων/προθέσεων χωρίς καταστροφικές (συστηματικές) ή σοβαρές συνυπάρχουσες παθήσεις - ΜΔΝ από σε ιδιωτικά Κόστος από ΚΩΔ. ΚΕΝ ΚΕΝ ΠΕΡΙΓΡΑΦΗ 1/3/2012 ιδρύματα 1/3/2012 επιπλοκές Κάκωση αντιβραχίου, καρπού, άκρας",4,"437,00 €","305,90 €"
Μ74Α,"χειρός ή άκρου ποδός Κάκωση ώμου, βραχίονα, αγκώνα, γόνατος, κνήμης ή αστραγάλου με",2,"245,00 €","350,00 €"
Μ75Μ,"συνυπάρχουσες παθήσεις - επιπλοκές Κάκωση ώμου, βραχίονα, αγκώνα, γόνατος, κνήμης ή αστραγάλου χωρίς",8,"1.018,50 €","1.455,00 €"
Μ75Χ,συνυπάρχουσες παθήσεις - επιπλοκές Άλλες παθήσεις του μυοσκελετικού με καταστροφικές (συστηματικές) ή σοβαρές,2,"257,60 €","368,00 €"
Μ76Μ,συνυπάρχουσες παθήσεις - επιπλοκές Άλλες παθήσεις του μυοσκελετικού χωρίς καταστροφικές (συστηματικές) ή σοβαρές,7,"821,80 €","1.174,00 €"
Μ76Χ,συνυπάρχουσες παθήσεις - επιπλοκές Κατάγματα πυέλου με καταστροφικές (συστηματικές) ή σοβαρές συνυπάρχουσες,2,"272,30 €","389,00 €"
Μ77Μ,παθήσεις - επιπλοκές Κατάγματα πυέλου χωρίς καταστροφικές (συστηματικές) ή σοβαρές συνυπάρχουσες,12,"1.436,40 €","2.052,00 €"
Μ77Χ,παθήσεις - επιπλοκές Κατάγματα αυχένος του μηριαίου με καταστροφικές (συστηματικές) ή σοβαρές,6,"673,40 €","962,00 €"
Μ78Μ,συνυπάρχουσες παθήσεις - επιπλοκές Κατάγματα αυχένος του μηριαίου χωρίς καταστροφικές (συστηματικές) ή σοβαρές,7,"1.024,10 €","1.463,00 €"
Μ78Χ,συνυπάρχουσες παθήσεις ή επιπλοκές Παθολογικό κάταγμα με καταστροφικές (συστηματικές) συνυπάρχουσες παθήσεις,2,"329,00 €","470,00 €"
Μ79Μ,- επιπλοκές Παθολογικό κάταγμα χωρίς καταστροφικές (συστηματικές),15,"2.059,40 €","2.942,00 €"
Μ79Χ,συνυπάρχουσες παθήσεις - επιπλοκές Εμφύτευση ογκολογικής πρόθεσης ή ολική,8,"959,00 €","1.370,00 €"
Μ95Α,"αντικατάσταση του μηρού ΜΔΝ από Κόστος από σε ιδιωτικά ΚΩΔ. ΚΕΝ ΚΕΝ ΠΕΡΙΓΡΑΦΗ 1/3/2012 1/3/2012 ιδρύματα Παθήσεις και βλάβες του δέρματος, του ΤΚΑ 09 υποδόριου ιστού και του μαστού (Δ) Μεταφορά μικροαγγειακού ιστού για παθήσεις - ελλείμματα δέρματος, υποδορίου ιστού και μαστού με καταστροφικές (συστηματικές) ή σοβαρές",15,"14.700,00 €","21.000,00 €"
Δ01Μ,"συνυπάρχουσες παθήσεις – επιπλοκές Μεταφορά μικροαγγειακού ιστού για παθήσεις - ελλείμματα δέρματος, υποδορίου ιστού και μαστού χωρίς καταστροφικές (συστηματικές) ή σοβαρές",13,"5.297,00 €","3.707,90 €"
Δ01Χ,συνυπάρχουσες παθήσεις – επιπλοκές,8,"5.865,00 €","4.105,50 €"
Δ06A,Μείζονες επεμβάσεις για παθήσεις μαστού Ελάσσονες επεμβάσεις για παθήσεις,3,"1.380,00 €","966,00 €"
Δ07A,μαστού Άλλες επεμβάσεις για δερματικό μόσχευμα και/ή χειρουργικό καθαρισμό με,2,"600,00 €","420,00 €"
Δ08Μ,συνυπάρχουσες παθήσεις – επιπλοκές Άλλες επεμβάσεις για δερματικό μόσχευμα και/ή χειρουργικό καθαρισμό χωρίς,10,"2.086,00 €","1.460,20 €"
Δ08X,"συνυπάρχουσες παθήσεις – επιπλοκές Επεμβάσεις περιπρωκτικών και δερμοειδών παθήσεων (κύστης, συριγγίου,",2,"719,00 €","503,30 €"
Δ09A,αποστήματος κλπ) Χειρουργικές επεμβάσεις πλαστικής,2,"626,00 €","438,20 €"
Δ10A,"δέρματος, υποδορίου ιστού και μαστού Άλλες επεμβάσεις δέρματος, υποδορίου",2,"611,00 €","427,70 €"
Δ11A,"ιστού και μαστού Επεμβάσεις στα κάτω άκρα με έλκος/κυτταρίτιδα, με καταστροφικές (συστηματικές) συνυπάρχουσες παθήσεις -",1,"367,00 €","256,90 €"
Δ12Μ,"επιπλοκές Επεμβάσεις στα κάτω άκρα με έλκος/κυτταρίτιδα, χωρίς καταστροφικές (συστηματικές) συνυπάρχουσες παθήσεις - επιπλοκές με αποκατάσταση με δερματικό",20,"4.429,00 €","3.100,30 €"
Δ12Xα,μόσχευμα/κρημνό ΜΔΝ από Κόστος από σε ιδιωτικά ΚΩΔ. ΚΕΝ ΚΕΝ ΠΕΡΙΓΡΑΦΗ 1/3/2012 1/3/2012 ιδρύματα Επεμβάσεις στα κάτω άκρα με έλκος/κυτταρίτιδα χωρίς καταστροφικές (συστηματικές) συνυπάρχουσες παθήσεις - επιπλοκές χωρίς αποκατάσταση με,13,"2.816,00 €","1.971,20 €"
Δ12Χβ,δερματικό μόσχευμα/κρημνό Επεμβάσεις στα κάτω άκρα χωρίς έλκος/κυτταρίτιδα με καταστροφικές (συστηματικές) συνυπάρχουσες παθήσεις - επιπλοκές ή με (αποκατάσταση με,8,"1.613,00 €","1.129,10 €"
Δ13Μ,"δερματικό μόσχευμα/κρημνό) Επεμβάσεις στα κάτω άκρα χωρίς έλκος/κυτταρίτιδα χωρίς καταστροφικές (συστηματικές) συνυπάρχουσες παθήσεις - επιπλοκές, χωρίς (αποκατάσταση με",12,"2.514,00 €","1.759,80 €"
Δ13Χ,δερματικό μόσχευμα/κρημνό),4,"915,00 €","640,50 €"
Δ14Α,Μείζων πλαστική αποκατάσταση μαστού Δερματικά έλκη με καταστροφικές (συστηματικές) συνυπάρχουσες παθήσεις -,8,"3.834,00 €","2.683,80 €"
Δ20Μ,επιπλοκές Δερματικά έλκη χωρίς καταστροφικές (συστηματικές) συνυπάρχουσες παθήσεις -,16,"2.669,00 €","1.868,30 €"
Δ20Χ,επιπλοκές,9,"1.471,00 €","1.029,70 €"
Δ20Α,"Δερματικά έλκη, ημερήσια νοσηλεία Κακοήθεις παθήσεις του μαστού με",1,"171,00 €","119,70 €"
Δ22Μ,συνυπάρχουσες παθήσεις - επιπλοκές Κακοήθεις παθήσεις του μαστού χωρίς,5,"965,00 €","675,50 €"
Δ22Χ,συνυπάρχουσες παθήσεις - επιπλοκές Μη-κακοήθεις παθήσεις του μαστού με,2,"625,00 €","437,50 €"
Δ23Μ,συνυπάρχουσες παθήσεις - επιπλοκές Μη-κακοήθεις παθήσεις του μαστού χωρίς,5,"965,00 €","675,50 €"
Δ23Χ,συνυπάρχουσες παθήσεις - επιπλοκές Κυτταρίτιδα με καταστροφικές (συστηματικές) ή σοβαρές συνυπάρχουσες,2,"296,00 €","207,20 €"
Δ24Μ,παθήσεις - επιπλοκές Κυτταρίτιδα χωρίς καταστροφικές (συστηματικές) ή σοβαρές συνυπάρχουσες,9,"1.116,00 €","781,20 €"
Δ24Χ,"παθήσεις - επιπλοκές ΜΔΝ από Κόστος από σε ιδιωτικά ΚΩΔ. ΚΕΝ ΚΕΝ ΠΕΡΙΓΡΑΦΗ 1/3/2012 1/3/2012 ιδρύματα Τραύμα στο δέρμα, υποδόριο ιστό και μαστό με καταστροφικές (συστηματικές) ή σοβαρές συνυπάρχουσες παθήσεις -",4,"802,00 €","561,40 €"
Δ25Μ,"επιπλοκές Τραύμα στο δέρμα, υποδόριο ιστό και μαστό χωρίς καταστροφικές (συστηματικές) ή σοβαρές συνυπάρχουσες",6,"1.105,00 €","773,50 €"
Δ25Χ,παθήσεις - επιπλοκές,2,"350,00 €","245,00 €"
Δ27Μ,"Ελάσσονες βλάβες του δέρματος Ελάσσονες βλάβες του δέρματος,",3,"708,00 €","495,60 €"
Δ27Χ,ημερήσια νοσηλεία Μείζονες βλάβες του δέρματος με καταστροφικές (συστηματικές) ή σοβαρές,1,"150,00 €","105,00 €"
Δ28Μα,συνυπάρχουσες παθήσεις - επιπλοκές Μείζονες βλάβες του δέρματος με καταστροφικές ή σοβαρές συνυπάρχουσες,10,"1.880,00 €","1.316,00 €"
Δ28Μβ,"παθήσεις - επιπλοκές μακράς διάρκειας Μείζονες βλάβες του δέρματος, ημερήσια",30,"4.400,00 €","3.080,00 €"
Δ28Α,νοσηλεία Μείζονες βλάβες του δέρματος χωρίς καταστροφικές (συστηματικές) ή σοβαρές,1,"164,00 €","114,80 €"
Δ28Χ,συνυπάρχουσες παθήσεις - επιπλοκές Κακοήθεια του δέρματος με καταστροφικές (συστηματικές),4,"965,00 €","675,50 €"
Δ29Μ,"συνυπάρχουσες παθήσεις - επιπλοκές Κακοήθεια του δέρματος, ημερήσια",11,"2.171,00 €","1.519,70 €"
Δ29Α,νοσηλεία Κακοήθεια του δέρματος χωρίς καταστροφικές (συστηματικές),1,"161,00 €","112,70 €"
Δ29Χ,"συνυπάρχουσες παθήσεις - επιπλοκές Ενδοκρινικά, διατροφικά και μεταβολικά νοσήματα και διαταραχές ΤΚΑ 10 (Θ)",7,"1.377,00 €","963,90 €"
Θ01Μ,Χειρουργικές επεμβάσεις για επιπλοκές του διαβήτη με καταστροφικές (συστηματικές) συνυπάρχουσες παθήσεις - ΜΔΝ από σε ιδιωτικά Κόστος από ΚΩΔ. ΚΕΝ ΚΕΝ ΠΕΡΙΓΡΑΦΗ 1/3/2012 ιδρύματα 1/3/2012 επιπλοκές Χειρουργικές επεμβάσεις για επιπλοκές του διαβήτη χωρίς καταστροφικές (συστηματικές) συνυπάρχουσες παθήσεις -,27,"4.005,00 €","2.803,50 €"
Θ01Χ,επιπλοκές Επεμβάσεις υπόφυσης με συνυπάρχουσες,12,"1.782,90 €","2.547,00 €"
Θ02Μ,παθήσεις - επιπλοκές Επεμβάσεις υπόφυσης χωρίς,10,"3.267,60 €","4.668,00 €"
Θ02Χ,συνυπάρχουσες παθήσεις - επιπλοκές,4,"2.109,80 €","3.014,00 €"
Θ03Α,Επεμβάσεις επινεφριδίων Μείζονες επεμβάσεις για την παχυσαρκία,4,"2.097,90 €","2.997,00 €"
Θ04Μ,με συνυπάρχουσες παθήσεις - επιπλοκές Μείζονες επεμβάσεις για την παχυσαρκία χωρίς συνυπάρχουσες παθήσεις -,8,"2.284,10 €","3.263,00 €"
Θ04Χ,επιπλοκές Επεμβάσεις παραθυρεοειδών με καταστροφικές (συστηματικές) ή σοβαρές,4,"1.052,10 €","1.503,00 €"
Θ05Μ,συνυπάρχουσες παθήσεις - επιπλοκές Επεμβάσεις παραθυρεοειδών χωρίς καταστροφικές (συστηματικές) ή σοβαρές,8,"1.810,90 €","2.587,00 €"
Θ05Χ,συνυπάρχουσες παθήσεις - επιπλοκές Επεμβάσεις θυρεοειδούς με καταστροφικές (συστηματικές) ή σοβαρές συνυπάρχουσες,3,"753,90 €","1.077,00 €"
Θ06Μ,παθήσεις - επιπλοκές Επεμβάσεις θυρεοειδούς χωρίς καταστροφικές (συστηματικές) ή σοβαρές,5,"1.676,50 €","2.395,00 €"
Θ06Χ,συνυπάρχουσες παθήσεις - επιπλοκές,2,"956,20 €","1.366,00 €"
Θ07Α,Επεμβάσεις για την παχυσαρκία,3,"893,20 €","1.276,00 €"
Θ08Α,"Επεμβάσεις θυρεογλωσσικού πόρου Άλλες χειρουργικές επεμβάσεις για ενδοκρινολογικές, διατροφικές και μεταβολικές διαταραχές με καταστροφικές (συστηματικές) συνυπάρχουσες παθήσεις -",2,"607,60 €","868,00 €"
Θ09Μα,επιπλοκές,19,"3.426,50 €","4.895,00 €"
Θ09Μβ,"Άλλες χειρουργικές επεμβάσεις για ενδοκρινολογικές, διατροφικές και μεταβολικές διαταραχές με σοβαρές ή ΜΔΝ από Κόστος από σε ιδιωτικά ΚΩΔ. ΚΕΝ ΚΕΝ ΠΕΡΙΓΡΑΦΗ 1/3/2012 1/3/2012 ιδρύματα μέτριας βαρύτητας συνυπάρχουσες παθήσεις - επιπλοκές Άλλες χειρουργικές επεμβάσεις για ενδοκρινολογικές, διατροφικές και μεταβολικές διαταραχές χωρίς καταστροφικές (συστηματικές)",7,"1.456,00 €","2.080,00 €"
Θ09Χ,συνυπάρχουσες παθήσεις - επιπλοκές Ενδοσκοπική ή διερευνητική επέμβαση για μεταβολικές διαταραχές με καταστροφικές (συστηματικές) συνυπάρχουσες παθήσεις -,3,"1.527,00 €","1.068,90 €"
Θ10Μ,επιπλοκές Ενδοσκοπική ή διερευνητική επέμβαση για μεταβολικές διαταραχές χωρίς καταστροφικές (συστηματικές),18,"4.296,00 €","3.007,20 €"
Θ10Χ,"συνυπάρχουσες παθήσεις - επιπλοκές Ενδοσκοπική ή διερευνητική επέμβαση για μεταβολικές διαταραχές, ημερήσια",7,"1.580,00 €","1.106,00 €"
Θ10Α,νοσηλεία Διαβήτης με καταστροφικές (συστηματικές) ή σοβαρές συνυπάρχουσες,1,"297,00 €","207,90 €"
Θ20Μ,παθήσεις - επιπλοκές Διαβήτης χωρίς καταστροφικές (συστηματικές) ή σοβαρές συνυπάρχουσες,18,"1.735,00 €","1.214,50 €"
Θ20Χ,παθήσεις - επιπλοκές,3,"731,00 €","511,70 €"
Θ21Α,Σοβαρή διατροφική διαταραχή Διάφορες μετοβολικές διαταραχές με καταστροφικές (συστηματικές) ή σοβαρές,12,"1.800,00 €","1.260,00 €"
Θ22Μ,συνυπάρχουσες παθήσεις - επιπλοκές Διάφορες μεταβολικές διαταραχές χωρίς καταστροφικές (συστηματικές) ή σοβαρές,7,"1.092,00 €","764,40 €"
Θ22Χ,συνυπάρχουσες παθήσεις - επιπλοκές Συγγενείς διαταραχές του μεταβολισμού,2,"482,00 €","337,40 €"
Θ23Μ,με συνυπάρχουσες παθήσεις - επιπλοκές Συγγενείς διαταραχές του μεταβολισμού χωρίς συνυπάρχουσες παθήσεις -,5,"1.074,00 €","751,80 €"
Θ23Χ,επιπλοκές,3,"156,00 €","109,20 €"
Θ24Μ,Ενδοκρινολογικές διαταραχές με ΜΔΝ από Κόστος από σε ιδιωτικά ΚΩΔ. ΚΕΝ ΚΕΝ ΠΕΡΙΓΡΑΦΗ 1/3/2012 1/3/2012 ιδρύματα καταστροφικές (συστηματικές) ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές Ενδοκρινολογικές διαταραχές χωρίς καταστροφικές (συστηματικές) ή σοβαρές,9,"1.829,00 €","1.280,30 €"
Θ24Χ,συνυπάρχουσες παθήσεις - επιπλοκές Παθήσεις και διαταραχές νεφρού και ΤΚΑ 11 ουροποιητικού συστήματος (Υ) Επεμβατική εισαγωγή καθετήρα περιτοναϊκής κάθαρσης με καταστροφικές (συστηματικές) ή σοβαρές συνυπάρχουσες,3,"428,00 €","299,60 €"
Υ02Μ,παθήσεις – επιπλοκές Επεμβατική εισαγωγή καθετήρα περιτοναϊκής κάθαρσης χωρίς καταστροφικές (συστηματικές) ή σοβαρές,10,"2.500,00 €","1.750,00 €"
Υ02Χ,"συνυπάρχουσες παθήσεις – επιπλοκές Επεμβάσεις νεφρού, ουρητήρα και μείζονες επεμβάσεις ουροδόχου κύστης για νεοπλασία με καταστροφικές (συστηματικές) συνυπάρχουσες παθήσεις –",2,"850,00 €","595,00 €"
Υ03Μα,"επιπλοκές Επεμβάσεις νεφρού, ουρητήρα και μείζονες επεμβάσεις ουροδόχου κύστης για νεοπλασία με σοβαρές συνυπάρχουσες",13,"5.000,00 €","3.500,00 €"
Υ03Μβ,"παθήσεις – επιπλοκές Επεμβάσεις νεφρού, ουρητήρα και μείζονες επεμβάσεις ουροδόχου κύστης για νεοπλασία χωρίς καταστροφικές (συστηματικές) ή σοβαρές συνυπάρχουσες",9,"4.011,00 €","2.807,70 €"
Υ03Χ,"παθήσεις – επιπλοκές Επεμβάσεις νεφρού, ουρητήρα και μείζονες επεμβάσεις ουροδόχου κύστης για μη-νεοπλασματικές παθήσεις με καταστροφικές (συστηματικές)",5,"2.709,00 €","1.896,30 €"
Υ04Μα,"συνυπάρχουσες παθήσεις – επιπλοκές Επεμβάσεις νεφρού, ουρητήρα και",13,"4.355,00 €","3.048,50 €"
